num__num__track_popularity,num__num__danceability,num__num__energy,num__num__key,num__num__loudness,num__num__mode,num__num__speechiness,num__num__acousticness,num__num__instrumentalness,num__num__liveness,num__num__valence,num__num__tempo,num__num__duration_ms,num__cat__playlist_genre_edm,num__cat__playlist_genre_latin,num__cat__playlist_genre_pop,num__cat__playlist_genre_r&b,num__cat__playlist_genre_rap,num__cat__playlist_genre_rock,num__cat__playlist_subgenre_album rock,num__cat__playlist_subgenre_big room,num__cat__playlist_subgenre_classic rock,num__cat__playlist_subgenre_dance pop,num__cat__playlist_subgenre_electro house,num__cat__playlist_subgenre_electropop,num__cat__playlist_subgenre_gangster rap,num__cat__playlist_subgenre_hard rock,num__cat__playlist_subgenre_hip hop,num__cat__playlist_subgenre_hip pop,num__cat__playlist_subgenre_indie poptimism,num__cat__playlist_subgenre_latin hip hop,num__cat__playlist_subgenre_latin pop,num__cat__playlist_subgenre_neo soul,num__cat__playlist_subgenre_new jack swing,num__cat__playlist_subgenre_permanent wave,num__cat__playlist_subgenre_pop edm,num__cat__playlist_subgenre_post-teen pop,num__cat__playlist_subgenre_progressive electro house,num__cat__playlist_subgenre_reggaeton,num__cat__playlist_subgenre_southern hip hop,num__cat__playlist_subgenre_trap,num__cat__playlist_subgenre_tropical,num__cat__playlist_subgenre_urban contemporary,remainder__playlist_id
0.5526315789473685,0.3838383838383835,0.7528957528957532,0.0,1.0017016449234262,0.0,-0.0461538461538461,0.0900375156315131,-0.0033333333333332993,-0.3972955569864778,0.0165745856353591,0.0015313033747572,-0.3230544658334093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,0.2727272727272723,0.3629343629343628,0.7142857142857144,0.3394781622234827,0.0,-0.2769230769230769,-0.0333472280116715,0.868302277432712,1.4810045074050224,0.4999999999999999,-0.6482124977913891,-0.8119697107928109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.6578947368421053,0.0151515151515151,0.8108108108108111,-0.7142857142857144,0.775382870107771,-1.0,0.1285714285714286,-0.0041684035014589,0.0014906832298135996,-0.1094655505473277,0.2790055248618784,0.059603039048236,-0.5988504698476417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.3947368421052631,0.2323232323232319,0.8069498069498072,0.14285714285714282,0.6772546795235396,0.0,0.434065934065934,-0.2155064610254272,-0.0013809523809522998,0.4958145524790727,-0.6491712707182321,-0.0008245479710227,-0.7132408843475352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.631578947368421,-0.1111111111111111,0.4324324324324324,-0.7142857142857144,0.4237095859330688,0.0,-0.2923076923076923,-0.0004168403501459,-0.0033333333333332993,-0.2813908564069543,0.5883977900552486,0.0586606985099241,-0.4097558008697503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,0.0151515151515151,0.7644787644787647,0.28571428571428575,0.221497447532615,0.0,0.7087912087912088,-0.0020842017507294,-0.0033333333333332993,0.1030264005151319,0.2016574585635358,0.0882855291831086,-0.8051424748350211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.4473684210526316,-1.126262626262626,0.5212355212355213,-0.14285714285714282,0.3908111174134998,-1.0,-0.0021978021978021,0.4443518132555231,-0.0033333333333332993,0.3155183515775916,-0.9944751381215472,-0.2749278520525353,-0.4306936715019919,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.631578947368421,-0.6565656565656564,0.7027027027027029,-0.28571428571428575,1.0626772546795238,-1.0,-0.2098901098901099,-0.1954981242184243,-0.0023333333333332997,-0.103026400515132,-0.4005524861878454,0.1752753401260383,-0.1274366694036432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.6052631578947368,-0.3939393939393941,0.8262548262548265,0.28571428571428575,0.7385138967668748,0.0,-0.0659340659340659,-0.2313463943309712,-0.0025113871635609997,3.2839665164198326,-0.4033149171270719,0.1481536015077449,-0.3468813672718426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,-0.1515151515151516,0.3745173745173744,-0.5714285714285715,0.4577424844015884,0.0,-0.3351648351648351,-0.0987911629845769,-0.0033333333333332993,-0.2260141661300709,0.2154696132596684,0.0875493256375522,0.5632089529544141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37i9dQZF1DXcZDD7cfEKhW
