num__track_popularity,num__danceability,num__energy,num__key,num__loudness,num__mode,num__speechiness,num__acousticness,num__instrumentalness,num__liveness,num__valence,num__tempo,num__duration_ms,cat__playlist_genre_edm,cat__playlist_genre_latin,cat__playlist_genre_pop,cat__playlist_genre_r&b,cat__playlist_genre_rap,cat__playlist_genre_rock,cat__playlist_subgenre_album rock,cat__playlist_subgenre_big room,cat__playlist_subgenre_classic rock,cat__playlist_subgenre_dance pop,cat__playlist_subgenre_electro house,cat__playlist_subgenre_electropop,cat__playlist_subgenre_gangster rap,cat__playlist_subgenre_hard rock,cat__playlist_subgenre_hip hop,cat__playlist_subgenre_hip pop,cat__playlist_subgenre_indie poptimism,cat__playlist_subgenre_latin hip hop,cat__playlist_subgenre_latin pop,cat__playlist_subgenre_neo soul,cat__playlist_subgenre_new jack swing,cat__playlist_subgenre_permanent wave,cat__playlist_subgenre_pop edm,cat__playlist_subgenre_post-teen pop,cat__playlist_subgenre_progressive electro house,cat__playlist_subgenre_reggaeton,cat__playlist_subgenre_southern hip hop,cat__playlist_subgenre_trap,cat__playlist_subgenre_tropical,cat__playlist_subgenre_urban contemporary,remainder__track_id,remainder__track_name,remainder__track_artist,remainder__track_album_id,remainder__track_album_name,remainder__track_album_release_date,remainder__playlist_name,remainder__playlist_id
0.5526315789473685,0.3838383838383835,0.7528957528957532,0.0,1.0017016449234262,0.0,-0.0461538461538461,0.0900375156315131,-0.0033333333333333,-0.3972955569864778,0.0165745856353591,0.0015313033747572,-0.3230544658334093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6f807x0ima9a1j3VPbc7VN,I Don't Care (with Justin Bieber) - Loud Luxury Remix,Ed Sheeran,2oCs0DGTsRO98Gh5ZSl2Cx,I Don't Care (with Justin Bieber) [Loud Luxury Remix],2019-06-14,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,0.2727272727272723,0.3629343629343628,0.7142857142857143,0.3394781622234827,0.0,-0.2769230769230769,-0.0333472280116715,0.8683022774327123,1.4810045074050224,0.4999999999999999,-0.6482124977913891,-0.8119697107928109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0r7CVbZTWZgbTCYdfa2P31,Memories - Dillon Francis Remix,Maroon 5,63rPSO264uRjW1X5E6cWv6,Memories (Dillon Francis Remix),2019-12-13,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.6578947368421053,0.0151515151515151,0.8108108108108111,-0.7142857142857143,0.775382870107771,-1.0,0.1285714285714286,-0.0041684035014589,0.0014906832298136,-0.1094655505473277,0.2790055248618784,0.059603039048236,-0.5988504698476417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1z1Hg7Vb0AhHDiEmnDE79l,All the Time - Don Diablo Remix,Zara Larsson,1HoSmj2eLcsrR0vE9gThr4,All the Time (Don Diablo Remix),2019-07-05,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.3947368421052631,0.2323232323232319,0.8069498069498072,0.1428571428571428,0.6772546795235396,0.0,0.434065934065934,-0.2155064610254272,-0.0013809523809523,0.4958145524790727,-0.6491712707182321,-0.0008245479710227,-0.7132408843475352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75FpbthrwQmzHlBJLuGdC7,Call You Mine - Keanu Silva Remix,The Chainsmokers,1nqYsOef1yKKuGOVchbsk6,Call You Mine - The Remixes,2019-07-19,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.631578947368421,-0.1111111111111111,0.4324324324324324,-0.7142857142857143,0.4237095859330688,0.0,-0.2923076923076923,-0.0004168403501459,-0.0033333333333333,-0.2813908564069543,0.5883977900552486,0.0586606985099241,-0.4097558008697503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e8PAfcKUYoKkxPhrHqw4x,Someone You Loved - Future Humans Remix,Lewis Capaldi,7m7vv9wlQ4i0LFuJiE2zsQ,Someone You Loved (Future Humans Remix),2019-03-05,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,0.0151515151515151,0.7644787644787647,0.2857142857142857,0.221497447532615,0.0,0.7087912087912088,-0.0020842017507294,-0.0033333333333333,0.1030264005151319,0.2016574585635358,0.0882855291831086,-0.8051424748350211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7fvUMiyapMsRRxr07cU8Ef,Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,2yiy9cd2QktrNvWC2EUi0k,Beautiful People (feat. Khalid) [Jack Wins Remix],2019-07-11,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.4473684210526316,-1.126262626262626,0.5212355212355213,-0.1428571428571428,0.3908111174134998,-1.0,-0.0021978021978021,0.4443518132555231,-0.0033333333333333,0.3155183515775916,-0.9944751381215472,-0.2749278520525353,-0.4306936715019919,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2OAylPUDDfwRGfe0lYqlCQ,Never Really Over - R3HAB Remix,Katy Perry,7INHYSeusaFlyrHSNxm8qH,Never Really Over (R3HAB Remix),2019-07-26,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.631578947368421,-0.6565656565656564,0.7027027027027029,-0.2857142857142857,1.0626772546795238,-1.0,-0.2098901098901099,-0.1954981242184243,-0.0023333333333333,-0.103026400515132,-0.4005524861878454,0.1752753401260383,-0.1274366694036432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6b1RNvAcJjQH73eZO4BLAB,Post Malone (feat. RANI) - GATTÜSO Remix,Sam Feldt,6703SRPsLkS4bPtMFFJes1,Post Malone (feat. RANI) [GATTÜSO Remix],2019-08-29,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.6052631578947368,-0.3939393939393941,0.8262548262548265,0.2857142857142857,0.7385138967668748,0.0,-0.0659340659340659,-0.2313463943309712,-0.002511387163561,3.2839665164198326,-0.4033149171270719,0.1481536015077449,-0.3468813672718426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7bF6tCO3gFb8INrEDcjNT5,Tough Love - Tiësto Remix / Radio Edit,Avicii,7CvAfGvq4RlIwEbT9o8Iav,Tough Love (Tiësto Remix),2019-06-14,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,-0.1515151515151516,0.3745173745173744,-0.5714285714285714,0.4577424844015884,0.0,-0.3351648351648351,-0.0987911629845769,-0.0033333333333333,-0.2260141661300709,0.2154696132596684,0.0875493256375522,0.5632089529544141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1IXGILkPm0tOCNeq00kCPa,If I Can't Have You - Gryffin Remix,Shawn Mendes,4QxzbfSsVryEQwvPFEV5Iu,If I Can't Have You (Gryffin Remix),2019-06-20,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.3421052631578947,0.0353535353535353,0.7799227799227801,0.0,-0.0947249007373793,0.0,1.3021978021978022,0.2734472696957065,-0.0023146997929606,-0.0193174500965872,0.6629834254143647,0.0,-0.1232551774473132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3eFJI470ALf1EYjywPRsJy,Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,Ed Sheeran,49bXZtlI5kQSqQMSCnSaWO,Cross Me (feat. Chance the Rapper & PnB Rock) [M-22 Remix],2019-06-21,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,-1.1868686868686866,0.2046332046332048,0.2857142857142857,0.3539421440726036,0.0,-0.078021978021978,0.2817840766986244,-0.0033333333333333,0.0386349001931745,-0.5055248618784531,0.0336003298191885,-0.1865249521029103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3iJeF2izF1QcpCgUc97BLl,Hate Me - R3HAB Remix,Ellie Goulding,6e6RVFWdZaoTiLAZOCMnps,Hate Me (R3HAB Remix),2019-08-16,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5789473684210527,0.3636363636363632,0.0193050193050193,-0.7142857142857143,0.4228587634713558,0.0,-0.178021978021978,-0.1688203418090871,-0.0033333333333333,1.5904700579523503,0.4834254143646411,2.9448141822391616e-05,-0.3572210564729495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e0CvGZf7CouOpYF8toXHC,Body On My,Loud Luxury,2R66I0nzp3NnuUlzIGWQ5P,Body On My,2019-03-29,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.6052631578947368,-0.5050505050505053,0.7490347490347492,-0.1428571428571428,0.4863868406125924,-1.0,0.0,-0.2888703626511046,-0.0033333333333333,1.3650998068254991,0.4585635359116023,0.0569821544260557,-0.7828361159261624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3eLdNmnRWr9gIyBcqTSSti,SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,7Al4TIo0c5twNLfdOh1y1u,SOS (Laidback Luke Tribute Remix),2019-05-17,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.4736842105263157,0.0909090909090904,0.2277992277992279,-0.1428571428571428,0.4878048780487807,-1.0,-0.034065934065934,-0.3045852438516048,0.3755486542443064,-0.34835801674179,-0.7569060773480665,0.1203251074857175,0.5966304777544628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55nMnifaQWKe3f9cbwOXwx,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,2vx3BtBMn8Ed3ygEg1OT2t,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],2019-07-12,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5526315789473685,0.6717171717171715,0.4401544401544401,-0.8571428571428571,0.4432785025524676,0.0,0.2978021978021978,0.2067528136723635,-0.0022919254658385,1.5325177076625884,0.580110497237569,0.0896401437069324,-0.4222546604628531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1EJgymgJHcjSOGSHcYaxvW,South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,1imXAvLuowvPYIsFMYUPY0,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],2019-12-11,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.3947368421052631,0.1111111111111106,0.6949806949806951,-0.7142857142857143,0.5229722064662509,-1.0,0.3549450549450549,-0.0425177157148812,-0.0033333333333333,1.931745009658725,-0.3977900552486189,-0.1158195417869129,-0.6455007146549889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5WaXMQMlQpq8pwIdaFP43L,All My Friends - Eden Prince Remix,AJ Mitchell,4lXBBbiEgwTzcfAkqdXJV1,All My Friends (Eden Prince Remix),2019-05-03,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
0.5263157894736842,0.0303030303030303,0.1003861003861004,0.5714285714285714,0.2487237663074307,-1.0,1.1263736263736266,-0.1704877032096707,-0.0033333333333333,0.3026400515132001,0.011049723756906,-0.0583662170917014,-0.4048444484992245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3TjLsDgL0bTbSQIF6M5Ki8,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,David Guetta,19z3vpbBT09lZ54neDfuFL,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix],2018-12-28,Pop Remix,37i9dQZF1DXcZDD7cfEKhW
